lim gs
   0    10.213
   1    11.197
   1    10.888
   1    10.310
   1     8.881
   1    10.408
   0    10.956
   1     9.450
   1     9.868
   1    11.053
   1    10.849
   1    11.248
   1    10.512
   1    10.568
   1    10.828
   0    11.000
   1     9.952
   1    12.081
   1    10.935
   1     9.920
   1    10.911
   1    10.341
   0    10.736
   1     9.448
   0    11.066
   1    11.037
   0     9.944
   0    11.562
   1     9.099
   1     9.615
   1     9.912
   1    10.706
   0    10.250
   1    10.415
   1    11.261
   1    11.370
   1    10.099
   1    10.598
   1    11.014
   1    11.282
   0    10.558
   1    10.980
   1    11.334
   1    10.289
   1    11.117
   1     9.960
   1    10.427
   1    11.271
   1     9.722
   0    10.263
   1    11.680
   0     9.226
   1    10.730
   1    10.501
   0    10.616
   1     9.153
   1    10.072
   1    10.249
   0     9.743
   1    10.865
   1    10.323
   1     9.647
   1     9.397
   0    10.821
   0    10.692
   1    12.174
   0    10.766
   1    10.973
   1     8.830
   1     9.261
   0     9.879
   0    11.274
   0    10.040
   1     9.523
   1     8.627
   0    10.543
   1     9.074
   1    11.296
   1     9.788
   0    10.555
   1    10.983
   0    10.443
   1    10.984
   1    11.141
   1    10.713
   1    10.891
   1     9.847
   1    10.780
   0     9.639
   1     9.636
   1    11.363
   0     9.866
   0    11.422
   0    11.214
   1    10.614
   1     9.620
   1    10.662
   1    10.041
   1    11.667
   1    11.509
   1     8.713
   1     9.271
   0    10.527
   1    10.083
   1    10.956
   0    11.228
   0    10.054
   0    10.298
   1    11.242
   1    10.619
   0    10.190
   0    10.195
   1    10.579
   1     9.743
   1    10.630
   0    10.953
   1    11.118
   1    10.659
   0    11.404
   1    11.579
   0     9.790
   0    10.197
   1    10.898
   1    11.092
   1    10.243
   0    10.220
   1    10.938
   0    11.182
   0     9.474
   1    10.527
   0    11.429
   0     9.444
   1     9.815
   0    10.956
   0    10.555
   0    10.822
   1    10.455
   1    10.568
   0    10.464
   0    11.380
   1    11.169
   0    10.345
   1    11.718
   1    10.266
   0    10.712
   1    10.052
   1    11.237
   1    11.023
   1    11.338
   1    10.557
   1    10.158
   1     9.942
   1    10.638
   0     9.611
   1    10.682
   1    11.519
   0    10.863
   1     9.127
   1     9.403
   0     9.929
   1    10.391
   0     9.129
   1    10.760
   1     9.280
   1     9.439
   1    11.656
   0    10.349
   1    11.304
   1    10.790
   1    10.296
   1    10.846
   0    11.693
   1    10.255
   1     9.797
   1    10.416
   1    10.356
   0    10.741
   1    10.714
   1    10.546
   0    11.217
   0    10.321
   1    10.232
   1    10.950
   1    10.203
   1    10.556
   0    11.044
   0    10.063
   0    11.464
   0     8.999
   1     9.201
   1    11.035
   0    10.042
   1     9.681
   1    10.912
   1    10.476
   0    11.100
   0    11.720
   0    11.340
   0    11.395
   1    10.232
   0    11.380
   1    10.690
   0    10.117
   0     9.259
   0    11.278
   1    10.627
   0    10.338
   1    10.636
   1    10.762
   1    10.634
   1    10.654
   1    10.180
   1     9.004
   1    10.136
   1    11.198
   0    10.402
   0     9.149
   1    11.132
   1    10.412
   1     8.665
   0    10.313
   1    11.295
   1    11.296
   1     9.503
   1    11.227
   0     9.133
   1    10.625
   1    10.351
   1     9.990
   0     9.844
   1    10.920
   1    10.131
   1    10.885
   1    10.254
   0     9.761
   0    10.763
   1    11.066
   0     9.156
   1    10.554
   1    10.917
   1    10.015
   1    10.036
   1     9.556
   0    10.450
   0     9.826
   0     9.853
   1     9.916
   1    11.037
   1     9.096
   0     9.958
   1    11.414
   1     9.407
   1    10.985
   1    11.023
   1     9.882
   1    10.818
   0    10.329
   0    10.008
   0    10.480
   0    10.663
   1    11.298
   1    10.067
   0     9.136
   1    10.099
   1    11.067
   1    10.361
   0    10.900
   1    10.877
   1    10.002
   1    10.014
   1    10.001
   1    10.572
   1    11.197
   1    11.581
   1     9.730
   1    10.063
   0    10.570
   1    10.744
   1    10.093
   0    10.402
   1    10.928
   0    11.034
   0     9.483
   0    11.691
   0    10.862
   1    10.418
   0    11.029
   1    10.875
   1    11.105
   1    10.173
   0    10.683
   1    11.125
   1    11.211
   1    11.319
   1    10.437
   1    10.686
   1     8.731
   0    10.316
   1    10.963
   1     9.990
   1    10.998
   0    10.241
   1    10.420
   1    11.474
   1    11.419
   1     9.467
   0     9.608
   0    11.472
   1     9.487
   1    10.514
   1    11.523
   1    11.165
   0    10.122
   0     9.805
   1    10.403
   0    10.330
   0    10.496
   1     9.029
   1    10.173
   1    11.449
   1     9.526
   0     9.804
   0     9.468
   1    10.344
   0    10.163
   0    10.162
   0    11.057
   1    10.934
   1     8.886
   1    10.601
   1    11.725
   0    10.220
   1     9.788
   1    11.200
   1    10.980
   1    10.565
   1     9.841
   0    11.410
   1    10.993
   1    10.920
   1    10.195
   0    10.792
   0     8.886
   1     8.542
   0     9.441
   0     9.886
   1    10.615
   1    10.098
   1    10.142
   1    10.882
   1    10.161
   1    10.539
   1    10.230
   1     9.570
   0    10.096
   1    10.003
   1    11.067
   1    11.079
   0    11.869
   0    10.677
   1    10.524
   1    10.987
   1    10.442
   1    11.461
   1     9.616
   1     9.730
   1    11.130
